episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
280,5.15,14,5.69,0.966344,-0.534531,1.748763,,3.756279,-0.135187
281,4.84,14,5.74,0.966293,-1.386842,2.524792,,3.368562,-0.161605
282,4.89,13,5.76,0.966252,-0.572956,0.458112,,3.518537,-0.160145
283,5.13,14,5.78,0.966216,-0.590948,1.541707,,3.332301,-0.140453
284,6.35,15,5.79,0.966133,-1.309155,2.839102,,3.285465,-0.036365
285,7.09,16,5.82,0.966071,0.326243,4.291718,,3.594255,0.004085
286,7.3,13,5.84,0.966011,0.016775,2.679149,,4.191394,0.024266
287,9.32,15,5.86,0.966018,1.880747,13.749113,,3.229625,0.16671
288,4.44,13,5.87,0.966006,-1.15215,1.141922,,2.930631,-0.18111
289,5.78,15,5.89,0.965995,-0.29163,1.806702,,2.953198,-0.07107
290,6.25,14,5.92,0.965998,0.129729,1.880793,,3.557866,-0.040809
291,5.01,13,5.93,0.966011,-0.347119,0.786422,,3.215764,-0.130433
292,7.59,16,5.95,0.96603,0.346646,3.478797,,3.769229,0.042057
293,5.04,13,5.97,0.966069,-0.07545,2.256375,,3.310908,-0.127109
294,7.15,14,5.98,0.9661,0.087718,2.16708,,3.230679,0.032116
295,4.33,13,6.0,0.966132,-0.705803,1.214731,,3.08971,-0.183864
296,11.27,15,6.01,0.9662,2.443344,25.411072,,1.572893,0.32592
297,5.01,14,6.04,0.966277,-0.114475,1.761136,,2.966549,-0.118493
298,8.31,15,6.06,0.966352,0.536529,13.157061,,3.0087,0.118392
299,8.55,12,6.09,0.966413,0.596345,0.904373,,3.429303,0.170811
300,10.57,14,6.11,0.966444,0.638131,4.706453,,3.324031,0.285216
301,6.52,15,6.24,0.966478,0.099147,0.717768,,3.185506,0.000951
302,7.56,13,6.25,0.966502,0.115545,9.073111,,4.039414,0.076896
303,6.21,16,6.28,0.966538,0.238073,1.551308,,2.633959,-0.015351
304,4.21,13,6.3,0.966529,-1.613311,1.325438,,2.789499,-0.166889
