episode,return,length,wall_time,sigma_mean,actor_loss,critic_loss,baseline,mean_value,mean_td_error
284,6.64,14,6.32,0.974233,0.280012,,2.977088,,
285,4.09,11,6.34,0.974288,0.303746,,1.380925,,
286,6.88,14,6.36,0.974344,0.135572,,3.123423,,
287,4.39,11,6.38,0.974365,-0.470721,,1.631139,,
288,5.72,13,6.41,0.974371,-0.115051,,2.398009,,
289,5.97,13,6.44,0.974434,0.88759,,2.468577,,
290,5.92,13,6.46,0.974461,-0.468608,,2.605478,,
291,5.37,13,6.48,0.974531,0.695358,,2.263705,,
292,6.48,14,6.5,0.974599,0.033662,,2.873338,,
293,7.57,15,6.52,0.974657,-0.094149,,3.272407,,
294,7.37,13,6.54,0.974776,1.069244,,3.772341,,
295,4.8,13,6.55,0.974855,-0.419181,,1.759935,,
296,6.87,15,6.57,0.974888,-0.602431,,2.936472,,
297,5.01,12,6.6,0.974954,0.564888,,1.965311,,
298,2.76,7,6.61,0.975035,0.353531,,1.117033,,
299,6.48,13,6.63,0.975076,-0.500056,,2.832328,,
300,7.16,14,6.65,0.975141,0.442889,,3.446545,,
301,35.77,34,6.81,0.975521,5.460152,,18.312546,,
302,6.69,13,6.83,0.975903,0.684646,,3.204839,,
303,5.63,12,6.85,0.976215,-0.518237,,2.261551,,
304,7.56,14,6.87,0.976486,-0.119622,,3.614352,,
305,3.16,8,6.88,0.976752,0.348459,,1.339962,,
306,8.49,16,6.91,0.977114,1.973898,,3.693781,,
307,7.45,16,6.93,0.977404,-0.548481,,2.879314,,
308,6.9,14,6.95,0.977648,-0.315215,,3.137886,,
309,5.85,14,6.97,0.977845,-0.351169,,2.404173,,
310,6.77,14,6.99,0.978016,-0.152467,,3.058384,,
311,5.97,13,7.01,0.978108,-0.973221,,2.70728,,
312,4.46,12,7.04,0.978175,-0.232586,,1.513703,,
313,5.75,14,7.05,0.978168,-1.102208,,1.936443,,
314,5.94,12,7.07,0.978103,-0.947991,,2.496907,,
315,6.96,13,7.09,0.978017,-0.370776,,3.218605,,
316,5.84,13,7.1,0.978001,1.065876,,2.489319,,
317,6.15,13,7.12,0.977985,0.003887,,2.845889,,
318,7.75,15,7.14,0.977915,-1.002217,,3.561734,,
319,6.12,13,7.16,0.977875,0.327361,,2.759174,,
320,6.89,13,7.18,0.977852,0.2075,,3.091024,,
321,7.23,15,7.21,0.977809,-0.320221,,3.017903,,
322,5.99,13,7.24,0.977798,0.408517,,2.745535,,
323,6.91,15,7.26,0.977788,-0.07636,,2.776632,,
324,6.74,14,7.3,0.977741,-0.563487,,2.666025,,
325,6.48,14,7.32,0.97776,1.010299,,2.959108,,
326,7.81,15,7.35,0.977794,0.196529,,3.511525,,
327,4.74,12,7.36,0.977833,0.169545,,1.963209,,
328,6.71,15,7.38,0.977844,-0.417307,,2.905555,,
329,7.0,14,7.4,0.977893,0.663785,,3.037806,,
330,6.98,15,7.41,0.977964,0.415858,,2.995304,,
331,6.88,13,7.43,0.977978,-0.794357,,3.328989,,
332,8.86,17,7.44,0.978068,1.286867,,3.741762,,
333,6.34,14,7.47,0.978146,0.003493,,2.455837,,
334,7.13,15,7.49,0.978228,0.255718,,3.320387,,
335,6.36,14,7.51,0.978386,1.376839,,2.612871,,
336,5.8,14,7.54,0.978526,-0.049843,,2.426746,,
337,5.4,13,7.55,0.978646,-0.061865,,2.125881,,
338,4.86,13,7.57,0.978742,-0.202377,,1.693323,,
339,5.83,14,7.59,0.978814,-0.240751,,2.207338,,
340,6.51,13,7.62,0.9789,0.37497,,3.050022,,
341,6.53,14,7.64,0.978987,0.168131,,2.944608,,
342,5.8,13,7.66,0.979115,0.882374,,2.405812,,
343,5.32,13,7.68,0.979243,0.179288,,2.302458,,
344,6.25,14,7.71,0.979377,0.296712,,2.657838,,
345,3.94,11,7.72,0.979577,1.323415,,1.450626,,
346,5.25,13,7.74,0.979786,0.486149,,1.978234,,
347,4.91,13,7.77,0.979982,0.105595,,2.093889,,
348,5.45,13,7.8,0.980159,-0.047236,,2.102418,,
349,5.75,13,7.83,0.980337,0.31286,,2.306302,,
350,4.74,12,7.85,0.980468,-0.495542,,2.163806,,
351,4.88,12,7.87,0.980592,0.101605,,1.923888,,
352,6.24,14,7.9,0.980738,0.593857,,2.671298,,
353,5.85,14,7.91,0.980892,0.380082,,2.234859,,
354,5.29,13,7.93,0.981013,-0.256695,,2.040526,,
355,6.68,15,7.95,0.981053,-1.207932,,2.663964,,
356,6.15,13,7.98,0.981053,-0.554278,,2.697254,,
357,6.12,14,7.99,0.981036,-0.291324,,2.599795,,
358,4.43,12,8.01,0.98101,-0.194863,,1.774861,,
359,5.82,13,8.03,0.980981,-0.073098,,2.47976,,
360,6.18,14,8.06,0.981009,0.929916,,2.80582,,
361,7.96,16,8.08,0.981092,1.02699,,3.833912,,
362,5.83,13,8.1,0.981257,1.477611,,2.867103,,
363,6.76,14,8.11,0.981359,-0.76045,,2.81085,,
364,7.39,15,8.13,0.98145,-0.033207,,3.376478,,
365,5.76,13,8.15,0.981565,0.517189,,2.449926,,
366,6.59,14,8.16,0.981646,-0.382818,,2.756529,,
367,5.06,12,8.19,0.981764,0.736057,,2.061792,,
368,6.29,14,8.21,0.981835,-0.554762,,2.722124,,
369,4.9,12,8.25,0.981899,-0.038335,,2.05783,,
370,7.16,15,8.28,0.981951,-0.145819,,3.124359,,
371,6.07,14,8.31,0.981924,-1.186492,,2.311001,,
372,5.17,14,8.34,0.98191,0.170804,,2.047622,,
373,6.35,15,8.37,0.981852,-0.730039,,2.628783,,
374,4.42,12,8.4,0.981786,-0.217616,,2.00561,,
375,6.38,15,8.43,0.981729,0.023357,,2.44678,,
376,6.67,15,8.45,0.981653,-0.42503,,2.840362,,
377,5.41,13,8.47,0.981533,-0.919891,,2.142526,,
378,6.49,14,8.5,0.981316,-1.818232,,2.892838,,
379,6.08,13,8.53,0.981127,0.102586,,2.787553,,
380,7.76,16,8.56,0.981,0.734228,,3.326061,,
381,6.79,14,8.61,0.980927,0.621028,,2.922057,,
382,5.81,14,8.65,0.980911,0.859389,,2.573223,,
383,8.71,18,8.69,0.980856,-0.724914,,3.667575,,
384,8.81,18,8.72,0.980827,0.41017,,4.076491,,
385,8.82,18,8.76,0.980838,0.587736,,3.694548,,
386,7.02,16,8.78,0.980801,-0.692402,,2.769582,,
387,5.63,14,8.81,0.980769,-0.038899,,2.537077,,
388,6.3,14,8.83,0.980752,0.190321,,2.882192,,
389,5.85,13,8.85,0.980768,0.548195,,2.565536,,
390,5.66,13,8.87,0.98077,-0.208139,,2.752144,,
391,7.22,15,8.91,0.980813,0.665951,,3.1568,,
392,8.22,15,8.94,0.980901,0.845822,,4.524916,,
393,6.55,13,8.96,0.981034,0.937776,,3.003552,,
394,6.34,14,8.98,0.981195,0.745674,,2.933788,,
395,8.55,16,9.0,0.981363,0.305076,,4.205097,,
396,8.98,16,9.03,0.981524,0.153191,,4.301105,,
397,8.62,15,9.05,0.981664,0.050799,,3.850156,,
398,7.03,16,9.09,0.98179,-0.009807,,2.897855,,
399,15.28,20,9.12,0.981918,0.217052,,7.608874,,
400,30.46,31,9.19,0.982004,-0.497937,,17.441248,,
401,6.71,13,9.4,0.982066,-0.318503,,3.227256,,
402,14.48,19,9.45,0.981948,-2.91502,,7.866576,,
403,9.8,16,9.49,0.981801,-0.695043,,4.971677,,
404,7.77,14,9.52,0.981699,0.488845,,3.473078,,
405,12.17,19,9.57,0.981605,0.053963,,5.977477,,
406,35.21,34,9.64,0.981488,-0.561644,,15.170998,,
407,13.68,19,9.68,0.981339,-0.778496,,7.017144,,
408,12.53,20,9.74,0.981167,-0.631972,,5.900691,,
409,11.22,16,9.78,0.980996,-0.246847,,6.133475,,
410,16.11,24,9.84,0.980922,1.31519,,7.381152,,
411,27.43,28,9.92,0.981007,2.793255,,12.341528,,
412,5.56,13,9.97,0.98114,0.972318,,2.299542,,
413,29.46,30,10.05,0.98125,-0.130447,,13.439914,,
414,11.41,17,10.11,0.981441,1.718331,,5.845351,,
415,7.66,12,10.14,0.981587,-0.4523,,3.816249,,
416,24.0,27,10.21,0.981688,-0.480815,,10.853948,,
417,24.63,27,10.29,0.98165,-2.376164,,10.466846,,
418,25.67,28,10.34,0.981568,-0.994085,,11.429635,,
419,9.06,17,10.37,0.981499,0.110273,,3.783926,,
420,31.01,31,10.43,0.981261,-3.486182,,14.203743,,
